epoch,train_loss
1,0.0031538534159151217
2,0.0012156967625254766
3,0.0008715671410328166
4,0.000739370448833021
5,0.0006770912637803122
6,0.0005855668158648769
7,0.0005226875421889417
8,0.0005289274021726063
9,0.00047851778506495366
10,0.0004506734876778258
11,0.0004719811481622552
12,0.0004527682786062845
13,0.00043716695160304274
14,0.0004573230193510729
