epoch,train_loss
1,0.008787060777842998
2,0.0026010786486789584
3,0.001630764189781621
4,0.0013776961367577315
5,0.0010020682906499133
6,0.0008725944877136498
7,0.0007968246215721592
8,0.0007799661500146613
9,0.0007124315529130399
10,0.0006557776144240051
11,0.0006400481190765277
12,0.0006203518596827052
13,0.0005543684981530533
14,0.0005664638468646444
